247,incident voyageur
248,incident voyageur
249,incident voyageur
250,colis suspect
251,colis suspect
252,colis suspect
253,panne de matériel
254,incident voyageur
255,incident voyageur
256,incident voyageur
257,incident technique
258,incident technique
259,incident technique
260,incident technique
261,incident technique
262,voyageur malade
263,voyageur malade
264,colis suspect
265,colis suspect
266,panne de matériel
267,incident voyageur
268,panne de matériel
269,colis suspect
270,colis suspect
271,incident technique
272,panne de matériel
273,voyageur malade
274,incident technique
275,panne de matériel
276,voyageur malade
277,voyageur malade
278,voyageur malade
279,panne de signalisation
280,panne de signalisation
281,voyageur malade
282,panne de signalisation
283,incident voyageur
284,voyageur malade
285,colis suspect
286,incident technique
287,voyageur malade
288,colis suspect
289,colis suspect
290,colis suspect
291,panne de matériel
292,panne de matériel
293,grave de voyageur
294,grave de voyageur
295,grave de voyageur
296,voyageur malade
297,colis suspect
298,voyageur malade
299,colis suspect
300,voyageur malade
301,colis suspect
302,voyageur malade
303,grave de voyageur
304,voyageur malade
305,voyageur malade
306,grave de voyageur
307,voyageur malade
308,grave de voyageur
309,incident technique
310,incident technique
311,incident technique
312,voyageur malade
313,voyageur malade
314,panne électrique
315,Défaut d'alimentation électrique
316,panne de matériel
317,panne de matériel
318,panne de matériel
319,panne de matériel
320,panne de signalisation
321,voyageur malade
322,voyageur malade
323,voyageur malade
324,colis suspect
325,colis suspect
326,colis suspect
327,colis suspect
328,colis suspect
329,colis suspect
330,colis suspect
331,colis suspect
332,colis suspect
333,colis suspect
334,panne de matériel
335,voyageur malade
336,colis suspect
337,colis suspect
338,incident technique
339,incident technique
340,incident technique
341,incident technique
342,incident technique
343,colis suspect
344,colis suspect
345,incident technique
346,incident technique
347,incident technique
348,incident technique
349,incident technique
350,voyageur malade
351,voyageur malade
352,voyageur malade
353,voyageur malade
354,grave de voyageur
355,grave de voyageur
356,grave de voyageur
357,grave de voyageur
358,grave de voyageur
359,voyageur malade
360,grave de voyageur
361,grave de voyageur
362,incident technique
363,incident technique
364,incident technique
365,incident technique
366,voyageur malade
367,colis suspect
368,colis suspect
369,voyageur malade
370,colis suspect
371,colis suspect
372,panne de signalisation
373,panne de signalisation
374,panne de matériel
375,panne de matériel
376,panne de matériel
377,colis suspect
378,colis suspect
379,colis suspect
380,voyageur malade
381,voyageur malade
382,colis suspect
383,colis suspect
384,voyageur malade
385,incident technique
386,incident technique
387,incident technique
388,incident technique
389,panne de matériel
390,panne de matériel
391,incident technique
392,voyageur malade
393,voyageur malade
394,voyageur malade
395,panne de matériel
396,grave de voyageur
397,panne de signalisation
398,panne de signalisation
399,incident technique
400,incident technique
401,colis suspect
402,colis suspect
403,colis suspect
404,colis suspect
405,colis suspect
406,colis suspect
407,panne de matériel
408,incident voyageur
409,colis suspect
410,colis suspect
411,voyageur malade
412,colis suspect
413,panne de matériel
414,panne de matériel
415,panne de matériel
416,panne de matériel
417,voyageur malade
418,voyageur malade
419,panne de matériel
420,panne de matériel
421,colis suspect
422,colis suspect
423,incident voyageur
424,voyageur malade
425,voyageur malade
426,voyageur malade
427,voyageur malade
428,voyageur malade
429,voyageur malade
430,panne de matériel
431,panne de matériel
432,panne de matériel
433,panne de matériel
434,panne de signalisation
435,panne de matériel
436,panne de matériel
437,panne de matériel
438,incident technique
439,incident technique
440,incident voyageur
441,colis suspect
442,colis suspect
443,panne de matériel
444,panne de matériel
445,incident technique
446,incident technique
447,incident technique
448,panne de matériel
449,panne de matériel
450,panne de matériel
451,grave de voyageur
452,grave de voyageur
453,grave de voyageur
454,grave de voyageur
455,grave de voyageur
456,divers incidents
457,incident technique
458,panne de matériel
459,panne de matériel
460,voyageur malade
461,voyageur malade
462,divers incidents
463,incident voyageur
464,panne de matériel
465,grave de voyageur
466,grave de voyageur
467,divers incidents
468,grave de voyageur
469,incident voyageur
470,grave de voyageur
471,panne de matériel
472,panne de signalisation
473,incident technique
474,incident technique
475,panne de signalisation
476,panne de signalisation
477,incident technique
478,incident technique
479,incident technique
480,incident technique
481,incident technique
482,incident technique
483,incident technique
484,incident technique
485,incident technique
486,incident technique
487,panne de matériel
488,incident technique
489,voyageur malade
490,voyageur malade
491,panne de signalisation
492,incident technique
493,incident technique
494,incident technique
495,incident technique
496,incident voyageur
497,voyageur malade
498,incident voyageur
499,acte de malveillance
500,colis suspect
501,voyageur malade
502,voyageur malade
503,incident technique
504,incident technique
505,panne de signalisation
506,incident technique
507,incident technique
508,incident technique
509,incident technique
510,incident technique
511,incident technique
512,incident technique
513,incident technique
514,incident technique
515,incident voyageur
516,colis suspect
517,colis suspect
518,panne de matériel
519,incident technique
520,incident voyageur
521,incident voyageur
522,incident voyageur
523,panne de signalisation
524,panne de signalisation
525,panne de signalisation
526,panne de signalisation
527,panne de signalisation
528,voyageur malade
529,incident voyageur
530,voyageur malade
531,panne de signalisation
532,incident technique
533,incident technique
534,incident technique
535,incident technique
536,incident technique
537,incident technique
538,voyageur malade
539,voyageur malade
540,divers incidents
541,incident technique
542,incident technique
543,panne de matériel
544,incident technique
545,incident voyageur
546,grave de voyageur
547,grave de voyageur
548,grave de voyageur
549,grave de voyageur
550,grave de voyageur
551,colis suspect
552,panne de signalisation
553,panne de matériel
554,panne de matériel
555,colis suspect
556,voyageur malade
557,incident voyageur
558,incident technique
559,incident technique
560,incident technique
561,incident technique
562,incident technique
563,incident voyageur
564,colis suspect
565,incident technique
566,incident technique
567,voyageur malade
568,voyageur malade
569,incident technique
570,incident technique
571,incident voyageur
572,incident voyageur
573,incident technique
574,incident technique
575,voyageur malade
576,panne de matériel
577,panne de signalisation
578,panne de matériel
579,incident technique
580,incident technique
581,incident technique
582,incident technique
583,incident technique
584,panne de matériel
585,panne de matériel
586,panne de signalisation
587,panne de matériel
588,panne de matériel
589,panne de matériel
590,panne de matériel
591,panne de matériel
592,voyageur malade
593,voyageur malade
594,voyageur malade
595,panne de matériel
596,panne matériel
597,panne de matériel
598,panne de matériel
599,panne de matériel
600,panne de signalisation
601,divers incidents
602,divers incidents
603,divers incidents
604,incident technique
605,incident technique
606,incident technique
607,voyageur malade
608,voyageur malade
609,voyageur malade
610,voyageur malade
611,incident technique
612,voyageur malade
613,voyageur malade
614,voyageur malade
615,voyageur malade
616,voyageur malade
617,voyageur malade
618,voyageur malade
619,incident voyageur
620,incident voyageur
621,incident voyageur
622,incident voyageur
623,incident voyageur
624,voyageur malade
625,panne de matériel
626,colis suspect
627,panne de signalisation
628,colis suspect
629,panne de matériel
630,panne de matériel
631,panne de signalisation
632,panne de signalisation
633,incident technique
634,incident technique
635,incident technique
636,panne de signalisation
637,incident technique
638,incident technique
639,incident voyageur
640,incident voyageur
641,panne de signalisation
642,panne de signalisation
643,incident voyageur
644,incident voyageur
645,panne de matériel
646,panne de matériel
647,panne mécanique
648,panne de matériel
649,panne de signalisation
650,colis suspect
651,panne de signalisation
652,panne de signalisation
653,panne mécanique
654,panne électrique
655,panne de signalisation
656,voyageur malade
657,voyageur malade
658,divers incidents
659,panne de matériel
660,panne de matériel
661,voyageur malade
662,voyageur malade
663,incident technique
664,incident technique
665,incident technique
666,panne de signalisation
667,incident technique
668,incident technique
669,incident technique
670,incident technique
671,incident technique
672,incident voyageur
673,incident voyageur
674,incident voyageur
675,incident voyageur
676,incident technique
677,incident technique
678,incident technique
679,colis suspect
680,colis suspect
681,colis suspect
682,voyageur malade
683,voyageur malade
684,voyageur malade
685,divers incidents
686,incident technique
687,incident technique
688,incident technique
689,incident technique
690,incident voyageur
691,divers incidents
692,divers incidents
693,incident technique
694,incident technique
695,panne de matériel
696,panne de matériel
697,panne de matériel
698,panne de matériel
699,panne de matériel
700,panne de signalisation
701,panne de signalisation
702,panne de matériel
703,panne de matériel
704,panne de matériel
705,panne de signalisation
706,panne de signalisation
707,panne électrique
708,panne de signalisation
709,panne de signalisation
710,voyageur malade
711,voyageur malade
712,voyageur malade
713,voyageur malade
714,panne de signalisation
715,panne de signalisation
716,panne de signalisation
717,panne de signalisation
718,panne de signalisation
719,panne de matériel
720,panne de matériel
721,incident technique
722,incident technique
723,voyageur malade
724,voyageur malade
725,voyageur malade
726,incident voyageur
727,incident voyageur
728,incident voyageur
729,incident voyageur
730,incident voyageur
731,incident technique
732,panne électrique
733,incident technique
734,panne électrique
735,panne de matériel
736,panne de matériel
737,panne de matériel
738,incident technique
739,incident technique
740,malaise voyageur
741,malaise voyageur
742,incident voyageur
743,panne de matériel
744,incident voyageur
745,panne de signalisation
746,malaise voyageur
747,panne de matériel
748,panne de matériel
749,panne de matériel
750,panne de matériel
751,colis suspect
752,colis suspect
753,malaise voyageur
754,panne de matériel
755,incident technique
756,incident technique
757,incident technique
758,incident technique
759,incident technique
760,panne de matériel
761,incident technique
762,incident technique
763,incident voyageur
764,incident voyageur
765,incident voyageur
766,incident voyageur
767,panne de matériel
768,panne de matériel
769,panne de matériel
770,panne de matériel
771,grave de voyageur
772,grave de voyageur
773,grave de voyageur
774,grave de voyageur
775,colis suspect
776,colis suspect
777,colis suspect
778,colis suspect
779,colis suspect
780,incident voyageur
781,incident voyageur
782,panne de matériel
783,malaise voyageur
784,incident technique
785,incident technique
786,incident technique
787,panne de signalisation
788,panne de signalisation
789,malaise voyageur
790,incident technique
791,incident technique
792,panne de signalisation
793,panne de signalisation
794,incident technique
795,incident voyageur
796,incident voyageur
797,incident voyageur
798,incident voyageur
799,panne de matériel
800,acte de malveillance
801,panne de signalisation
802,panne de signalisation
803,incident technique
804,panne de signalisation
805,incident technique
806,incident technique
807,panne de caténaire
808,acte de malveillance
809,panne de caténaire
810,panne de signalisation
811,incident voyageur
812,incident technique
813,incident technique
814,incident voyageur
815,incident voyageur
816,incident technique
817,panne de matériel
818,incident voyageur
819,incident voyageur
820,incident voyageur
821,incident voyageur
822,incident voyageur
823,malaise voyageur
824,malaise voyageur
825,malaise voyageur
826,incident technique
827,incident technique
828,incident technique
829,panne de matériel
830,panne de matériel
831,panne de matériel
832,panne de matériel
833,incident technique
834,malaise voyageur
835,malaise voyageur
836,malaise voyageur
837,incident voyageur
838,incident voyageur
839,incident voyageur
840,incident voyageur
841,grave de voyageur
842,grave de voyageur
843,malaise voyageur
844,malaise voyageur
845,malaise voyageur
846,colis suspect
847,colis suspect
848,grave de voyageur
849,grave de voyageur
850,colis suspect
851,grave de voyageur
852,incident technique
853,grave de voyageur
854,incident technique
855,incident technique
856,grave de voyageur
857,grave de voyageur
858,incident technique
859,incident technique
860,incident technique
861,incident voyageur
862,incident voyageur
863,incident voyageur
864,incident voyageur
865,incident voyageur
866,incident voyageur
867,incident voyageur
868,incident voyageur
869,incident technique
870,malaise voyageur
871,malaise voyageur
872,malaise voyageur
873,colis suspect
874,colis suspect
875,incident voyageur
876,incident voyageur
877,panne de matériel
878,malaise voyageur
879,panne de signalisation
880,colis suspect
881,colis suspect
882,colis suspect
883,malaise voyageur
884,malaise voyageur
885,malaise voyageur
886,malaise voyageur
887,malaise voyageur
888,malaise voyageur
889,malaise voyageur
890,malaise voyageur
891,incident technique
892,incident technique
893,voyageur malade
894,panne de matériel
895,incident technique
896,colis suspect
897,colis suspect
898,colis suspect
899,incident voyageur
900,incident voyageur
901,colis suspect
902,panne de matériel
903,incident technique
904,incident technique
905,malaise voyageur
906,panne de signalisation
907,panne de matériel
908,divers incidents
909,panne de matériel
910,panne de matériel
911,incident technique
912,panne de matériel
913,divers incidents
914,incident technique
915,incident technique
916,incident technique
917,incident technique
918,incident technique
919,malaise voyageur
920,malaise voyageur
921,divers incidents
922,panne de signalisation
923,colis suspect
924,colis suspect
925,malaise voyageur
926,malaise voyageur
927,colis suspect
928,panne de matériel
929,colis suspect
930,grave de voyageur
931,grave de voyageur
932,incident technique
933,incident technique
934,incident technique
935,grave de voyageur
936,panne de signalisation
937,malaise voyageur
938,malaise voyageur
939,malaise voyageur
940,panne de matériel
941,malaise voyageur
942,malaise voyageur
943,malaise voyageur
944,malaise voyageur
945,panne de matériel
946,panne de signalisation
947,malaise voyageur
948,malaise voyageur
949,malaise voyageur
950,malaise voyageur
951,malaise voyageur
952,incident technique
953,incident technique
954,panne de signalisation
955,incident technique
956,colis suspect
957,colis suspect
958,panne de matériel
959,incident technique
960,incident technique
961,grave de voyageur
962,grave de voyageur
963,malaise voyageur
964,incident technique
965,panne de matériel
966,malaise voyageur
967,panne de matériel
968,panne électrique
969,incident technique
970,grave de voyageur
971,grave de voyageur
972,grave de voyageur
973,grave de voyageur
974,animal sur la voie
975,panne de matériel
976,panne de matériel
977,panne de matériel
978,incident voyageur
979,incident technique
980,incident technique
981,divers incidents
982,incident technique
983,incident technique
984,incident technique
985,incident technique
986,incident technique
987,grave de voyageur
988,grave de voyageur
989,grave de voyageur
990,grave de voyageur
991,malaise voyageur
992,divers incidents
993,panne de signalisation
994,panne de signalisation
995,panne de signalisation
996,panne de signalisation
997,Défaut d'alimentation électrique
998,panne de matériel
999,panne de matériel
1000,panne de matériel
1001,incident technique
1002,incident technique
1003,malaise voyageur
1004,malaise voyageur
1005,grave de voyageur
1006,grave de voyageur
1007,incident voyageur
1008,grave de voyageur
1009,grave de voyageur
1010,incident technique
1011,incident technique
1012,incident technique
1013,incident technique
1014,incident technique
1015,incident technique
1016,panne de signalisation
1017,incident technique
1018,incident technique
1019,divers incidents
1020,incident technique
1021,incident technique
1022,incident voyageur
1023,incident technique
1024,panne de signalisation
1025,panne de signalisation
1026,panne de signalisation
1027,panne de signalisation
1028,malaise voyageur
1029,malaise voyageur
1030,panne de signalisation
1031,panne de signalisation
1032,panne de signalisation
1033,panne de signalisation
1034,panne de matériel
1035,panne de matériel
1036,panne de matériel
1037,acte de malveillance
1038,divers incidents
1039,divers incidents
1040,malaise voyageur
1041,malaise voyageur
1042,incident voyageur
1043,incident voyageur
1044,incident technique
1045,incident technique
1046,malaise voyageur
1047,malaise voyageur
1048,malaise voyageur
1049,incident technique
1050,malaise voyageur
1051,panne de matériel
1052,panne de matériel
1053,panne de matériel
1054,incident technique
1055,incident technique
1056,panne de matériel
1057,divers incidents
1058,colis suspect
1059,colis suspect
1060,colis suspect
1061,colis suspect
1062,panne de matériel
1063,panne de matériel
1064,incident technique
1065,colis suspect
1066,colis suspect
1067,colis suspect
1068,colis suspect
1069,incident technique
1070,incident technique
1071,panne de signalisation
1072,incident technique
1073,panne de matériel
1074,panne de matériel
1075,incident technique
1076,incident voyageur
1077,panne de matériel
1078,malaise voyageur
1079,incident technique
1080,incident technique
1081,colis suspect
1082,colis suspect
1083,colis suspect
1084,colis suspect
1085,incident technique
1086,colis suspect
1087,incident d'exploitation
1088,incident d'exploitation
1089,incident d'exploitation
1090,incident d'exploitation
1091,malaise voyageur
1092,malaise voyageur
1093,malaise voyageur
1094,incident technique
1095,grave de voyageur
1096,grave de voyageur
1097,malaise voyageur
1098,incident technique
1099,incident technique
1100,incident technique
1101,incident technique
1102,incident technique
1103,incident technique
1104,panne de matériel
1105,colis suspect
1106,colis suspect
1107,colis suspect
1108,incident technique
1109,incident technique
1110,incident technique
1111,colis suspect
1112,colis suspect
1113,colis suspect
1114,bagage abandonné
1115,colis suspect
1116,malaise voyageur
1117,malaise voyageur
1118,bagage abandonné
1119,panne de matériel
1120,panne de matériel
1121,panne de matériel
1122,panne de matériel
1123,colis suspect
1124,incident technique
1125,incident voyageur
1126,incident voyageur
1127,panne de matériel
1128,panne de matériel
1129,malaise voyageur
1130,malaise voyageur
1131,panne de matériel
1132,panne de matériel
1133,panne de matériel
1134,panne de matériel
1135,incident technique
1136,incident technique
1137,incident technique
1138,incident technique
1139,panne de signalisation
1140,incident technique
1141,incident technique
1142,incident technique
1143,malaise voyageur
1144,malaise voyageur
1145,incident technique
1146,panne de signalisation
1147,malaise voyageur
1148,incident voyageur
1149,incident voyageur
1150,incident technique
1151,incident technique
1152,divers incidents
1153,colis suspect
1154,colis suspect
1155,panne de signalisation
1156,colis suspect
1157,incident technique
1158,panne de signalisation
1159,panne électrique
1160,panne électrique
1161,incident technique
1162,incident technique
1163,incident voyageur
1164,incident technique
1165,incident voyageur
1166,incident voyageur
1167,incident voyageur
1168,incident voyageur
1169,malaise voyageur
1170,malaise voyageur
1171,malaise voyageur
1172,incident d'exploitation
1173,incident d'exploitation
1174,colis suspect
1175,colis suspect
1176,colis suspect
1177,colis suspect
1178,colis suspect
1179,obstacle sur la voie
1180,incident technique
1181,incident voyageur
1182,incident voyageur
1183,incident voyageur
1184,incident technique
1185,panne de signalisation
1186,malaise voyageur
1187,colis suspect
1188,colis suspect
1189,colis suspect
1190,malaise voyageur
1191,malaise voyageur
1192,colis suspect
1193,colis suspect
1194,colis suspect
1195,malaise voyageur
1196,malaise voyageur
1197,malaise voyageur
1198,incident technique
1199,incident technique
1200,incident technique
1201,panne de signalisation
1202,incident technique
1203,incident technique
1204,malaise voyageur
1205,voyageur malade
1206,incident technique
1207,incident technique
1208,incident technique
1209,incident technique
1210,panne de signalisation
1211,incident technique
1212,incident technique
1213,divers incidents
1214,incident voyageur
1215,incident voyageur
1216,incident technique
1217,malaise voyageur
1218,malaise voyageur
1219,malaise voyageur
1220,incident technique
1221,incident technique
1222,incident technique
1223,incident technique
1224,panne de matériel
1225,incident technique
1226,panne de matériel
1227,malaise voyageur
1228,malaise voyageur
1229,malaise voyageur
1230,panne de signalisation
1231,panne de matériel
1232,incident technique
1233,incident technique
1234,incident technique
1235,incident d'exploitation
1236,incident d'exploitation
1237,incident d'exploitation
1238,panne de matériel
1239,panne de matériel
1240,panne de matériel
1241,malaise voyageur
1242,incident technique
1243,incident technique
1244,incident technique
1245,incident technique
1246,incident voyageur
1247,incident voyageur
1248,incident voyageur
1249,colis suspect
1250,incident technique
1251,colis suspect
1252,incident technique
1253,panne de signalisation
1254,incident voyageur
1255,incident technique
1256,panne de matériel
1257,panne de matériel
1258,panne de signalisation
1259,panne de matériel
1260,panne de signalisation
1261,incident d'exploitation
1262,panne de signalisation
1263,incident technique
1264,incident technique
1265,panne de signalisation
1266,incident technique
1267,panne de signalisation
1268,incident technique
1269,incident technique
1270,incident technique
1271,malaise voyageur
1272,colis suspect
1273,colis suspect
1274,colis suspect
1275,colis suspect
1276,malaise voyageur
1277,malaise voyageur
1278,incident voyageur
1279,malaise voyageur
1280,panne de matériel
1281,panne de matériel
1282,divers incidents
1283,malaise voyageur
1284,incident technique
1285,panne de matériel
1286,panne de matériel
1287,incident voyageur
1288,incident voyageur
1289,incident voyageur
1290,incident technique
1291,panne de signalisation
1292,incident technique
1293,panne de signalisation
1294,incident technique
1295,incident technique
1296,incident technique
1297,colis suspect
1298,colis suspect
1299,colis suspect
1300,colis suspect
1301,colis suspect
1302,colis suspect
1303,panne électrique
1304,panne électrique
1305,divers incidents
1306,incident technique
1307,malaise voyageur
1308,colis suspect
1309,malaise voyageur
1310,malaise voyageur
1311,panne de matériel
1312,panne de matériel
1313,colis suspect
1314,incident technique
1315,incident technique
1316,panne de matériel
1317,panne de matériel
1318,panne de signalisation
1319,malaise voyageur
1320,malaise voyageur
1321,incident technique
1322,panne de signalisation
1323,panne de signalisation
1324,panne de signalisation
1325,panne de signalisation
1326,panne de signalisation
1327,malaise voyageur
1328,malaise voyageur
1329,panne de signalisation
1330,panne de signalisation
1331,malaise voyageur
1332,malaise voyageur
1333,colis suspect
1334,colis suspect
1335,colis suspect
1336,colis suspect
1337,incident technique
1338,incident technique
1339,incident technique
1340,panne de matériel
1341,panne de matériel
1342,incident technique
1343,malaise voyageur
1344,malaise voyageur
1345,malaise voyageur
1346,malaise voyageur
1347,malaise voyageur
1348,malaise voyageur
1349,malaise voyageur
1350,malaise voyageur
1351,panne de matériel
1352,malaise voyageur
1353,malaise voyageur
1354,malaise voyageur
1355,malaise voyageur
1356,malaise voyageur
1357,malaise voyageur
1358,malaise voyageur
1359,malaise voyageur
1360,divers incidents
1361,incident technique
1362,colis suspect
1363,colis suspect
1364,panne de matériel
1365,panne de matériel
1366,malaise voyageur
1367,incident voyageur
1368,incident technique
1369,incident technique
1370,incident technique
1371,panne de signalisation
1372,incident technique
1373,incident technique
1374,panne de signalisation
1375,incident voyageur
1376,panne de matériel
1377,panne de matériel
1378,malaise voyageur
1379,incident technique
1380,incident technique
1381,grave de voyageur
1382,grave de voyageur
1383,incident technique
1384,incident technique
1385,divers incidents
1386,obstacle sur la voie
1387,obstacle sur la voie
1388,panne de matériel
1389,panne de matériel
1390,malaise voyageur
1391,malaise voyageur
1392,malaise voyageur
1393,panne de matériel
1394,panne de matériel
1395,incident voyageur
1396,incident voyageur
1397,incident voyageur
1398,incident voyageur
1399,malaise voyageur
1400,malaise voyageur
1401,malaise voyageur
1402,malaise voyageur
1403,malaise voyageur
1404,incident voyageur
1405,malaise voyageur
1406,colis suspect
1407,colis suspect
1408,colis suspect
1409,divers incidents
1410,incident voyageur
1411,incident voyageur
1412,colis suspect
1413,colis suspect
1414,incident technique
1415,incident technique
1416,panne de matériel
1417,panne de matériel
1418,panne de signalisation
1419,panne de signalisation
1420,panne de matériel
1421,panne de matériel
1422,colis suspect
1423,colis suspect
1424,panne de matériel
1425,panne de matériel
1426,panne de matériel
1427,incident technique
1428,panne de matériel
1429,grave de voyageur
1430,panne de signalisation
1431,grave de voyageur
1432,malaise voyageur
1433,malaise voyageur
1434,grave de voyageur
1435,grave de voyageur
1436,malaise voyageur
1437,colis suspect
1438,colis suspect
1439,colis suspect
1440,animal sur la voie
1441,animal sur la voie
1442,malaise voyageur
1443,colis suspect
1444,panne de matériel
1445,incident technique
1446,panne de matériel
1447,panne de matériel
1448,panne de matériel
1449,panne de matériel
1450,incident voyageur
1451,incident voyageur
1452,malaise voyageur
1453,malaise voyageur
1454,malaise voyageur
1455,acte de malveillance
1456,panne de matériel
1457,incident d'exploitation
1458,divers incidents
1459,malaise voyageur
1460,incident technique
1461,incident technique
1462,incident technique
1463,incident technique
1464,divers incidents
1465,divers incidents
1466,divers incidents
1467,incident technique
1468,incident technique
1469,incident technique
1470,incident d'exploitation
1471,malaise voyageur
1472,malaise voyageur
1473,malaise voyageur
1474,grave de voyageur
1475,grave de voyageur
1476,grave de voyageur
1477,grave de voyageur
1478,incident voyageur
1479,incident voyageur
1480,incident voyageur
1481,panne de signalisation
1482,incident technique
1483,malaise voyageur
1484,malaise voyageur
1485,divers incidents
1486,incident voyageur
1487,grave de voyageur
1488,incident voyageur
1489,incident voyageur
1490,incident voyageur
1491,malaise voyageur
1492,malaise voyageur
1493,malaise voyageur
1494,colis suspect
1495,colis suspect
1496,incident voyageur
1497,panne de signalisation
1498,fin tardive de chantier
1499,malaise voyageur
1500,malaise voyageur
1501,divers incidents
1502,malaise voyageur
1503,malaise voyageur
1504,incident d'exploitation
1505,grave de voyageur
1506,grave de voyageur
1507,grave de voyageur
1508,incident technique
1509,incident d'exploitation
1510,incident technique
1511,incident technique
1512,incident technique
1513,incident technique
1514,incident technique
1515,grave de voyageur
1516,grave de voyageur
1517,grave de voyageur
1518,grave de voyageur
1519,malaise voyageur
1520,malaise voyageur
1521,malaise voyageur
1522,malaise voyageur
1523,incident technique
1524,panne de signalisation
1525,incident technique
1526,panne de signalisation
1527,obstacle sur la voie
1528,incident technique
1529,divers incidents
1530,panne de signalisation
1531,malaise voyageur
1532,malaise voyageur
1533,incident technique
1534,incident technique
1535,incident technique
1536,incident technique
1537,incident technique
1538,colis suspect
1539,colis suspect
1540,malaise voyageur
1541,incident voyageur
1542,incident technique
1543,incident technique
1544,incident technique
1545,colis suspect
1546,colis suspect
1547,incident voyageur
1548,incident technique
1549,incident technique
1550,grave de voyageur
1551,grave de voyageur
1552,grave de voyageur
1553,grave de voyageur
1554,grave de voyageur
1555,grave de voyageur
1556,grave de voyageur
