idptar;Departement;X;Y;Annonce Sonore Prochain Passage;Annonce Visuelle Prochain Passage;Annonce Sonore Situations Perturbees;Annonce Visuelle Situations Perturbees;coord;IDAMIVIF;nomptar;CodeINSEE;UFR;PAQT;Tel;Date de mise en accessibilite;Accessibilite Quai Train;STIF
3343803;;605209;2425253;1;1;1;1;48.8256370709, 2.40741080209;IDAMIVIF;Liberté;94018;0;0;;;0;1001100080001
3343785;;602398;2428378;1;1;1;1;48.8537395822, 2.36916481453;IDAMIVIF;Bastille;75104;0;0;;;0;1001100080001
2355;;594522;2427414;1;1;1;1;48.8450560883, 2.26191141995;IDAMIVIF;Michel-Ange-Molitor;75116;0;0;;;0;1001100090001
2201;;598049;2430055;1;1;1;1;48.8688125911, 2.30992632114;IDAMIVIF;Franklin-Roosevelt;75108;0;0;;;0;1001100090001
2440;;595114;2428576;1;1;1;1;48.8555043622, 2.26995917492;IDAMIVIF;Ranelagh;75116;0;0;;;0;1001100090001
2517;;596354;2429419;1;1;1;1;48.8630890943, 2.28684037516;IDAMIVIF;Trocadéro;75116;0;0;;;0;1001100090001
2133;;604765;2428119;1;1;1;1;48.8513988304, 2.40139892607;IDAMIVIF;Buzenval;75120;0;0;;;0;1001100090001
2074;;612412;2417181;1;1;1;1;48.7529886038, 2.50522284262;IDAMIVIF;Boissy-Saint-Léger;94004;1;1;;;4;1001110010001
48433;;581106;2446273;1;1;1;1;49.0142832167, 2.07837982229;IDAMIVIF;Neuville-Université;95450;1;1;;;1;1001102000001
2368;;591680;2433048;1;1;1;1;48.8956598913, 2.22310032472;IDAMIVIF;Nanterre-Préfecture;92050;1;1;;;4;1001110010001
2173;;580802;2443477;1;1;1;1;48.9891484689, 2.07435447398;IDAMIVIF;Conflans-Fin d'Oise;78172;1;1;;;1;1001102000001
1904;;609355;2424750;1;1;1;1;48.8210696376, 2.46383495297;IDAMIVIF;Joinville-le-Pont;94042;1;1;;;4;1001110010001
2274;;585909;2438666;1;1;1;1;48.9460471916, 2.14425167331;IDAMIVIF;Maisons-Laffitte;78358;1;1;;;4;1001110010001
2039;;581038;2441373;1;1;1;1;48.9702479985, 2.07767192171;IDAMIVIF;Achères-Ville;78005;1;1;;;1;1001102000001
2306;;620571;2427273;1;1;1;1;48.8434849935, 2.61661461052;IDAMIVIF;Noisiel;77337;1;1;;;4;1001110010001
22793;;602337;2414352;1;1;1;1;48.7276754473, 2.36825867653;IDAMIVIF;Orly-Sud;94054;1;1;;;1;1001102000001
22790;;597371;2417336;1;1;1;1;48.7544948531, 2.30077014673;IDAMIVIF;Antony;92002;1;1;;;1;1001102000001
1918;;601914;2435541;1;1;1;1;48.9181166004, 2.36260451523;IDAMIVIF;La Plaine-Stade de France;93066;1;1;;;4;1001110010001
2315;;610958;2422982;1;1;1;1;48.8051541254, 2.48560756857;IDAMIVIF;Le Parc de Saint-Maur;94068;1;1;;;4;1001110010001
2481;;609961;2423121;1;1;1;1;48.8064195682, 2.47204504761;IDAMIVIF;Saint-Maur Créteil;94068;1;1;;;4;1001110010001
2123;;612412;2417181;1;1;1;1;48.7529886038, 2.50522284262;IDAMIVIF;Boissy-Saint-Léger;94004;1;1;;;4;1001110010001
1663;;613745;2438853;1;1;1;1;48.9477376104, 2.52404227481;IDAMIVIF;Sevran-Beaudottes;93071;1;1;;;4;1001110010001
1810;;595347;2415124;1;1;1;1;48.7346012614, 2.27328170666;IDAMIVIF;Massy-Verrières;91377;1;1;;;4;1001110020001
1914;;586460;2410739;1;1;1;1;48.6950606912, 2.15266413344;IDAMIVIF;La Hacquinière;91122;1;1;;;4;1001110020001
1853;;596401;2415655;1;1;1;1;48.7393808872, 2.28759904436;IDAMIVIF;Les Baconnets;92002;1;1;;;4;1001110020001
1664;;614531;2437578;1;1;1;1;48.9362622083, 2.53472278012;IDAMIVIF;Sevran Livry;93071;1;1;;;4;1001110010001
2045;;597378;2417373;1;1;1;1;48.7548274442, 2.30086506726;IDAMIVIF;Antony;92002;1;1;;;4;1001110020001
1662797;;596133;2436897;1;1;1;1;48.9302935821, 2.28376062986;IDAMIVIF;Asnières-Gennevilliers Les Courtilles;92004;0;0;;;0;1001100130001
2276;;597118;2424035;1;1;1;1;48.8147040198, 2.29728472684;IDAMIVIF;Malakoff-Rue Etienne Dolet;92020;0;0;;;0;1001100130001
1716;;601696;2437584;1;1;1;1;48.9364774519, 2.35963974197;IDAMIVIF;Basilique de Saint-Denis;93066;0;0;;;0;1001100130001
1827;;598862;2427080;1;1;1;1;48.8420769794, 2.32101044622;IDAMIVIF;Montparnasse-Bienvenue;75114;0;0;;;0;1001100130001
1692060;;600543;2435744;1;1;1;1;48.9199434643, 2.34390941645;IDAMIVIF;Carrefour-Pleyel;93070;0;0;;;0;1001100130001
1662795;;596294;2436076;1;1;1;1;48.9229162908, 2.28596389324;IDAMIVIF;Les Agnettes;92004;0;0;;;0;1001100130001
1820;;598498;2430572;1;1;1;1;48.8734602847, 2.31604128558;IDAMIVIF;Miromesnil;75108;0;0;;;0;1001100130001
2372;;598337;2425932;1;1;1;1;48.831758053, 2.31386654651;IDAMIVIF;Plaisance;75114;0;0;;;0;1001100130001
1948;;598972;2426710;1;1;1;1;48.8387517806, 2.32250918289;IDAMIVIF;Gaîté;75114;0;0;;;0;1001100130001
1787;;598634;2426174;1;1;1;1;48.833933779, 2.31790896883;IDAMIVIF;Pernety;75114;0;0;;;0;1001100130001
2218;;602515;2430189;1;1;1;1;48.8700153145, 2.37076879569;IDAMIVIF;Goncourt (Hôpital Saint-L1s);75110;0;0;;;0;1001100110001
1691;;597398;2426787;1;1;1;1;48.8394392405, 2.30107803914;IDAMIVIF;Vaugirard (Adolphe Chérioux);75115;0;0;;;0;1001100120001
2289;;601098;2428830;1;1;1;1;48.8578053324, 2.35146077318;IDAMIVIF;Hôtel de Ville;75104;0;0;;;0;1001100110001
1720;;600097;2431143;1;1;1;1;48.8785939145, 2.33782696558;IDAMIVIF;Saint-Georges;75109;0;0;;;0;1001100120001
2267;;600574;2432690;1;1;1;1;48.8924969362, 2.34432840722;IDAMIVIF;Jules Joffrin;75118;0;0;;;0;1001100120001
1870;;595376;2425109;1;1;1;1;48.8243464852, 2.27356582627;IDAMIVIF;Mairie d'Issy;92040;0;0;;;0;1001100120001
2174;;597054;2426531;1;1;1;1;48.8371369088, 2.29639608682;IDAMIVIF;Convention;75115;0;0;;;0;1001100120001
2263;;598609;2427330;1;1;1;1;48.8443233422, 2.31756467285;IDAMIVIF;Falguière;75115;0;0;;;0;1001100120001
2392;;598249;2427164;1;1;1;1;48.8428305013, 2.31266330443;IDAMIVIF;Pasteur;75115;0;0;;;0;1001100120001
2526;;599377;2427761;1;1;1;1;48.848198228, 2.32802174529;IDAMIVIF;Rennes;75106;0;0;;;0;1001100120001
1166827;;602910;2425718;1;1;1;1;48.8298306545, 2.37612000601;IDAMIVIF;Bibliothèque-François Mitterrand;75113;1;0;;;1;1001100140001
2144;;598362;2429894;1;1;1;1;48.8673665297, 2.31419106006;IDAMIVIF;Champs-Elysées-Clémenceau;75108;0;0;;;0;1001100130001
2552;;600485;2431919;1;1;1;1;48.8855678748, 2.34311459507;IDAMIVIF;Funiculaire Gare haute;75118;1;0;;;1;1001101000001
2469;;599096;2430862;1;1;1;1;48.8760677736, 2.32418809744;IDAMIVIF;Saint-Lazare;75108;0;0;;;0;1001100130001
2393;;604745;2429991;1;1;1;1;48.868223402, 2.40114727627;IDAMIVIF;Pelleport;75120;0;0;;;0;1001101030001
2293;;598388;2429169;1;1;1;1;48.8608507489, 2.31454810929;IDAMIVIF;Invalides;75107;0;0;;;0;1001100130001
1659;;604561;2429627;1;1;1;1;48.8649533218, 2.39863674401;IDAMIVIF;Gambetta;75120;0;0;;;0;1001101030001
2539;;604561;2429627;1;1;1;1;48.8649533218, 2.39863674401;IDAMIVIF;Gambetta;75120;0;0;;;0;1001101030001
2075;;602747;2431390;1;1;1;1;48.8808081239, 2.37393711277;IDAMIVIF;Bolivar;75119;0;0;;;0;1001101070001
2397;;598634;2426174;1;1;1;1;48.833933779, 2.31790896883;IDAMIVIF;Pernety;75114;0;0;;;0;1001100130001
2183;;607295;2428856;1;1;1;1;48.8579990325, 2.43586689234;IDAMIVIF;Croix-de-Chavaux (Jacques Duclos);93048;0;0;;;0;1001100090001
1903;;595690;2427514;1;1;1;1;48.8459638397, 2.27781512302;IDAMIVIF;Javel-André-Citroen;75115;0;0;;;0;1001100100001
2167;;600626;2428050;1;1;1;1;48.8507957149, 2.34503088503;IDAMIVIF;Cluny-La Sorbonne;75105;0;0;;;0;1001100100001
2057;;596985;2427612;1;1;1;1;48.8468521112, 2.2954488246;IDAMIVIF;Avenue Emile-Zola;75115;0;0;;;0;1001100100001
1952;;602013;2427263;1;1;1;1;48.8437198206, 2.36391621383;IDAMIVIF;Gare d'Austerlitz;75113;0;0;;;0;1001100100001
8433;;594213;2427767;1;1;1;1;48.8482259396, 2.25769888233;IDAMIVIF;Porte d'Auteuil;75116;0;0;;;0;1001100100001
1753;;605139;2430994;1;1;1;1;48.8772346759, 2.40652683971;IDAMIVIF;Porte des Lilas;75120;0;0;;;0;1001100110001
2431;;605139;2430994;1;1;1;1;48.8772346759, 2.40652683971;IDAMIVIF;Porte des Lilas;75120;0;0;;;0;1001100110001
1761;;601232;2429207;1;1;1;1;48.8611933549, 2.35328695654;IDAMIVIF;Rambuteau;75104;0;0;;;0;1001100110001
1653;;600173;2428219;1;1;1;1;48.8523148404, 2.338861717;IDAMIVIF;Odéon;75106;0;0;;;0;1001100100001
2127;;585327;2411116;1;1;1;1;48.6984244547, 2.13726749699;IDAMIVIF;Gif-sur-Yvette;91272;1;1;;;4;1001110020001
3343794;;603901;2427311;1;1;1;1;48.8441426903, 2.38962500951;IDAMIVIF;Montgallet;75112;0;0;;;0;1001100080001
1762;;595114;2428576;1;1;1;1;48.8555043622, 2.26995917492;IDAMIVIF;Ranelagh;75116;0;0;;;0;1001100090001
2441;;598111;2430462;1;1;1;1;48.872470625, 2.3107690979;IDAMIVIF;Saint-Philippe du Roule;75108;0;0;;;0;1001100090001
2460;;598842;2430675;1;1;1;1;48.8743867195, 2.32072782863;IDAMIVIF;Saint-Augustin;75108;0;0;;;0;1001100090001
2162;;597412;2429553;1;1;1;1;48.8642986303, 2.30125140712;IDAMIVIF;Alma-Marceau;75116;0;0;;;0;1001100090001
2278;;605131;2428253;1;1;1;1;48.8526003616, 2.40638498623;IDAMIVIF;Maraîchers;75120;0;0;;;0;1001100090001
2151;;603563;2428479;1;1;1;1;48.8546420067, 2.38503219;IDAMIVIF;Charonne;75111;0;0;;;0;1001100090001
2776542;;578342;2437256;1;1;1;1;48.9331642217, 2.04108350764;IDAMIVIF;Achères Grand Cormier;78498;1;1;;;4;1001110010001
1850;;585169;2432442;1;1;1;1;48.8900956656, 2.13437461099;IDAMIVIF;Le Vésinet-Centre;78650;1;1;;;4;1001110010001
2022;;577898;2450233;1;1;1;1;49.049764961, 2.03434511366;IDAMIVIF;Cergy-Saint-Christophe;95127;1;1;;;1;1001102000001
1851;;584251;2433363;1;1;1;1;48.8983508533, 2.12182892211;IDAMIVIF;Le Vésinet-Le Pecq;78650;1;1;;;4;1001110010001
2430;;605128;2430961;1;1;1;1;48.8769381827, 2.4063765636;IDAMIVIF;Porte des Lilas;75120;0;0;;;0;1001101030001
2021;;581243;2448683;1;1;1;1;49.0359437943, 2.08014375391;IDAMIVIF;Cergy-Préfecture;95127;1;1;;;1;1001102000001
2463;;604966;2430383;1;1;1;1;48.8717447834, 2.40416253824;IDAMIVIF;Saint-Fargeau;75120;0;0;;;0;1001101030001
1902;;602482;2431578;1;1;1;1;48.8824987835, 2.37032717893;IDAMIVIF;Jaurès;75119;0;0;;;0;1001101070001
2298;;602482;2431578;1;1;1;1;48.8824987835, 2.37032717893;IDAMIVIF;Jaurès;75119;0;0;;;0;1001101070001
1717;;601443;2436855;1;1;1;1;48.9299266245, 2.35618614586;IDAMIVIF;Saint-Denis - Porte de Paris;93066;0;0;;;0;1001100130001
1879;;597166;2424896;1;1;1;1;48.8224426532, 2.297932102;IDAMIVIF;Malakoff-Plateau de Vanves;92020;0;0;;;0;1001100130001
140078;;601872;2438656;1;1;1;1;48.9461108318, 2.36204518966;IDAMIVIF;Saint-Denis-Université;93066;0;0;;;0;1001100130001
2421;;601668;2433298;1;1;1;1;48.897959305, 2.35924143528;IDAMIVIF;Porte de la Chapelle;75118;0;0;;;0;1001100120001
2308;;600185;2430943;1;1;1;1;48.876796447, 2.33902598146;IDAMIVIF;Notre-Dame de Lorette;75109;0;0;;;0;1001100120001
2224;;597412;2423543;1;1;1;1;48.8102833227, 2.30128886764;IDAMIVIF;Châtillon Montrouge;92020;0;0;;;0;1001100130001
2101;;598811;2429236;1;1;1;1;48.8614538635, 2.32030968717;IDAMIVIF;Assemblée Nationale;75107;0;0;;;0;1001100120001
2465;;600097;2431143;1;1;1;1;48.8785939145, 2.33782696558;IDAMIVIF;Saint-Georges;75109;0;0;;;0;1001100120001
2282;;601709;2432454;1;1;1;1;48.8903740405, 2.35979700534;IDAMIVIF;Marx-Dormoy;75118;0;0;;;0;1001100120001
1858;;599292;2431248;1;1;1;1;48.8795371256, 2.32685794394;IDAMIVIF;Liège;75108;0;0;;;0;1001100130001
2464;;598379;2428071;1;1;1;1;48.850982519, 2.31442986127;IDAMIVIF;Saint-François-Xavier;75107;0;0;;;0;1001100130001
2426;;599451;2433248;1;1;1;1;48.897511692, 2.32902164388;IDAMIVIF;Porte de Saint-Ouen;75118;0;0;;;0;1001100130001
1692061;;600543;2435744;1;1;1;1;48.9199434643, 2.34390941645;IDAMIVIF;Carrefour-Pleyel;93070;0;0;;;0;1001100130001
2427;;597635;2425488;1;1;1;1;48.8277652858, 2.30431234743;IDAMIVIF;Porte de Vanves;75114;0;0;;;0;1001100130001
2406;;599322;2431656;1;1;1;1;48.8832039591, 2.32726602131;IDAMIVIF;Place de Clichy;75109;0;0;;;0;1001100130001
2419;;598320;2432901;1;1;1;1;48.8943910919, 2.31360657277;IDAMIVIF;Porte de Clichy;75117;0;0;;;0;1001100130001
2202;;596907;2435370;1;1;1;1;48.9165747952, 2.29432896135;IDAMIVIF;Gabriel-Péri;92004;0;0;;;0;1001100130001
2165;;598803;2432481;1;1;1;1;48.8906176051, 2.3201911209;IDAMIVIF;Brochant;75117;0;0;;;0;1001100130001
2203;;598972;2426710;1;1;1;1;48.8387517806, 2.32250918289;IDAMIVIF;Gaîté;75114;0;0;;;0;1001100130001
2325;;599292;2431248;1;1;1;1;48.8795371256, 2.32685794394;IDAMIVIF;Liège;75108;0;0;;;0;1001100130001
2194;;592054;2426930;1;1;1;1;48.8406801223, 2.22831365839;IDAMIVIF;Boulogne Pont de Saint-Cloud;92012;0;0;;;0;1001100100001
2193;;592829;2427107;1;1;1;1;48.8422801027, 2.23886297203;IDAMIVIF;Boulogne-Jean-Jaurès;92012;0;0;;;0;1001100100001
1977;;600626;2428050;1;1;1;1;48.8507957149, 2.34503088503;IDAMIVIF;Cluny-La Sorbonne;75105;0;0;;;0;1001100100001
2106;;596985;2427612;1;1;1;1;48.8468521112, 2.2954488246;IDAMIVIF;Avenue Emile-Zola;75115;0;0;;;0;1001100100001
2137;;601089;2427595;1;1;1;1;48.8467058283, 2.35133517564;IDAMIVIF;Cardinal-Lemoine;75105;0;0;;;0;1001100100001
1818;;595342;2427639;1;1;1;1;48.8470848181, 2.27307491159;IDAMIVIF;Mirabeau;75116;0;0;;;0;1001100100001
2233;;601325;2427490;1;1;1;1;48.8457617165, 2.35454859157;IDAMIVIF;Jussieu;75105;0;0;;;0;1001100100001
2500;;598879;2427817;1;1;1;1;48.8487008088, 2.32123987861;IDAMIVIF;Vaneau;75107;0;0;;;0;1001100100001
2252;;598563;2427611;1;1;1;1;48.8468487281, 2.3169373075;IDAMIVIF;Duroc;75107;0;0;;;0;1001100100001
2533;;600173;2428219;1;1;1;1;48.8523148404, 2.338861717;IDAMIVIF;Odéon;75106;0;0;;;0;1001100100001
1743;;601668;2433298;1;1;1;1;48.897959305, 2.35924143528;IDAMIVIF;Porte de la Chapelle;75118;0;0;;;0;1001100120001
1798;;604157;2430937;1;1;1;1;48.8767294281, 2.39314602843;IDAMIVIF;Place des Fêtes;75119;0;0;;;0;1001100110001
2207;;602013;2427263;1;1;1;1;48.8437198206, 2.36391621383;IDAMIVIF;Gare d'Austerlitz;75113;0;0;;;0;1001100100001
1710;;599207;2428617;1;1;1;1;48.855891297, 2.32570499057;IDAMIVIF;Rue du Bac;75107;0;0;;;0;1001100120001
1886;;601709;2432454;1;1;1;1;48.8903740405, 2.35979700534;IDAMIVIF;Marx-Dormoy;75118;0;0;;;0;1001100120001
2115;;602954;2430404;1;1;1;1;48.8719457572, 2.37675103804;IDAMIVIF;Belleville;75119;0;0;;;0;1001100110001
2455;;599207;2428617;1;1;1;1;48.855891297, 2.32570499057;IDAMIVIF;Rue du Bac;75107;0;0;;;0;1001100120001
2479;;599015;2428911;1;1;1;1;48.8585333187, 2.32308924545;IDAMIVIF;Solférino;75107;0;0;;;0;1001100120001
2220;;600827;2428947;1;1;1;1;48.8588572436, 2.34776985341;IDAMIVIF;Châtelet;75101;0;0;;;0;1001100110001
2266;;603877;2430772;1;1;1;1;48.8752482539, 2.38932943082;IDAMIVIF;Jourdain;75120;0;0;;;0;1001100110001
1166828;;603731;2426106;1;1;1;1;48.8333136748, 2.38729970105;IDAMIVIF;Cour Saint-Emilion;75112;1;0;;;1;1001100140001
2091;;600485;2431919;1;1;1;1;48.8855678748, 2.34311459507;IDAMIVIF;Funiculaire Gare haute;75118;1;0;;;1;1001101000001
1752;;605128;2430961;1;1;1;1;48.8769381827, 2.4063765636;IDAMIVIF;Porte des Lilas;75120;0;0;;;0;1001101030001
1166824;;602243;2425397;1;1;1;1;48.8269482412, 2.36703843005;IDAMIVIF;Olympiades;75113;1;0;;;1;1001100140001
1166835;;600797;2428958;1;1;1;1;48.8589561406, 2.34736125188;IDAMIVIF;Châtelet;75101;1;0;;;1;1001100140001
1166830;;603151;2426910;1;1;1;1;48.8405427422, 2.37940945979;IDAMIVIF;Bercy;75112;1;0;;;1;1001100140001
1652;;615533;2426958;1;1;1;1;48.8407951048, 2.54800262639;IDAMIVIF;Noisy-le-Grand (Mont d'Est);93051;1;1;;;4;1001110010001
2281;;632720;2430112;1;1;1;1;48.8684969295, 2.78225972723;IDAMIVIF;Marne-la-Vallée Chessy;77111;1;1;;;4;1001110010001
1830;;590998;2433642;1;1;1;1;48.9009889733, 2.21379170886;IDAMIVIF;Nanterre-Université;92050;1;1;;;4;1001110010001
2141;;577898;2450233;1;1;1;1;49.049764961, 2.03434511366;IDAMIVIF;Cergy-Saint-Christophe;95127;1;1;;;1;1001102000001
2131;;627424;2426585;1;1;1;1;48.8370461511, 2.70988412471;IDAMIVIF;Bussy-Saint-Georges;77058;1;1;;;4;1001110010001
2198;;609423;2427236;1;1;1;1;48.8434118184, 2.46481539994;IDAMIVIF;Fontenay-sous-Bois;94033;1;1;;;4;1001110010001
2140;;581243;2448683;1;1;1;1;49.0359437943, 2.08014375391;IDAMIVIF;Cergy-Préfecture;95127;1;1;;;1;1001102000001
1840;;617754;2427172;1;1;1;1;48.8426610663, 2.57825244785;IDAMIVIF;Noisy-Champs;93051;1;1;;;4;1001110010001
2326;;621846;2426770;1;1;1;1;48.8389222959, 2.63394987092;IDAMIVIF;Lognes;77258;1;1;;;4;1001110010001
1673;;580419;2411625;1;1;1;1;48.7028686434, 2.07060021119;IDAMIVIF;Saint-Rémy-lès-Chevreuse;78575;1;1;;;4;1001110020001
2451;;616460;2445833;1;1;1;1;49.0103995199, 2.56135733564;IDAMIVIF;Aéroport Charles de Gaulle 1;95527;1;1;;;4;1001110010001
2387;;613038;2441721;1;1;1;1;48.9735259917, 2.5144841727;IDAMIVIF;Parc des Expositions;93078;1;1;;;4;1001110010001
2507;;613745;2438853;1;1;1;1;48.9477376104, 2.52404227481;IDAMIVIF;Sevran-Beaudottes;93071;1;1;;;4;1001110010001
2333;;600289;2427603;1;1;1;1;48.8467785183, 2.34044117784;IDAMIVIF;Luxembourg;75105;0;1;;;4;1001110020001
2215;;600321;2424150;1;1;1;1;48.8157442651, 2.34087477169;IDAMIVIF;Gentilly;94037;1;1;;;4;1001110020001
2246;;599761;2423248;1;1;1;1;48.8076372956, 2.33325414336;IDAMIVIF;Laplace;94003;1;1;;;4;1001110020001
2188;;608695;2437171;1;1;1;1;48.9327097684, 2.45510534184;IDAMIVIF;Drancy;93029;1;1;;;4;1001110010001
48431;;617164;2445145;1;1;1;1;49.0041985468, 2.57094642069;IDAMIVIF;Aéroport Charles de Gaulle 2 TGV;95527;1;1;;;4;1001110010001
2054;;603512;2436199;1;1;1;1;48.9240233942, 2.38440066136;IDAMIVIF;La Courneuve-Aubervilliers;93001;1;1;;;4;1001110010001
1777;;613038;2441721;1;1;1;1;48.9735259917, 2.5144841727;IDAMIVIF;Parc des Expositions;93078;1;1;;;4;1001110010001
1976;;600234;2424661;1;1;1;1;48.8203370161, 2.33969097138;IDAMIVIF;Cité Universitaire;75114;1;1;;;4;1001110020001
2056;;611496;2437109;1;1;1;1;48.9321087219, 2.49330955925;IDAMIVIF;Aulnay-sous-Bois;93005;1;1;;;4;1001110010001
2305;;609929;2426313;1;1;1;1;48.8351087334, 2.47168391283;IDAMIVIF;Nogent-sur-Marne;94052;1;1;;;4;1001110010001
2047;;599369;2422227;1;1;1;1;48.7984604331, 2.32792174881;IDAMIVIF;Arcueil-Cachan;94016;1;1;;;4;1001110020001
1693;;616884;2438474;1;1;1;1;48.944256914, 2.56685574769;IDAMIVIF;Vert-Galant;93078;1;1;;;4;1001110010001
2143;;612743;2423195;1;1;1;1;48.8070357613, 2.50990166505;IDAMIVIF;Champigny;94068;1;1;;;4;1001110010001
1921;;599761;2423248;1;1;1;1;48.8076372956, 2.33325414336;IDAMIVIF;Laplace;94003;1;1;;;4;1001110020001
2095;;597378;2417373;1;1;1;1;48.7548274442, 2.30086506726;IDAMIVIF;Antony;92002;1;1;;;4;1001110020001
2349;;595347;2415124;1;1;1;1;48.7346012614, 2.27328170666;IDAMIVIF;Massy-Verrières;91377;1;1;;;4;1001110020001
2385;;593374;2413270;1;1;1;1;48.7179193959, 2.24650141299;IDAMIVIF;Palaiseau;91477;1;1;;;4;1001110020001
2130;;587228;2410812;1;1;1;1;48.6957326095, 2.16308967182;IDAMIVIF;Bures-sur-Yvette;91122;1;1;;;4;1001110020001
2483;;580419;2411625;1;1;1;1;48.7028686434, 2.07060021119;IDAMIVIF;Saint-Rémy-lès-Chevreuse;78575;1;1;;;4;1001110020001
2513;;603196;2428815;1;1;1;1;48.857663685, 2.38003629346;IDAMIVIF;Voltaire (Léon Blum);75111;0;0;;;0;1001100090001
2004;;592829;2427107;1;1;1;1;48.8422801027, 2.23886297203;IDAMIVIF;Boulogne-Jean-Jaurès;92012;0;0;;;0;1001100100001
2423;;605430;2428340;1;1;1;1;48.853379837, 2.41045818408;IDAMIVIF;Porte de Montreuil;75120;0;0;;;0;1001100090001
2026;;594891;2427419;1;1;1;1;48.8451040988, 2.2669360557;IDAMIVIF;Chardon-Lagache;75116;0;0;;;0;1001100100001
2459;;602690;2429258;1;1;1;1;48.8616473835, 2.37314713744;IDAMIVIF;Saint-Ambroise;75111;0;0;;;0;1001100090001
2449;;606399;2428597;1;1;1;1;48.8556807674, 2.42365908215;IDAMIVIF;Robespierre;93048;0;0;;;0;1001100090001
2527;;601988;2429899;1;1;1;1;48.8674107881, 2.36358782222;IDAMIVIF;République;75111;0;0;;;0;1001100090001
2242;;595418;2428864;1;1;1;1;48.8580950089, 2.27409644478;IDAMIVIF;La Muette;75116;0;0;;;0;1001100090001
2295;;594965;2428235;1;1;1;1;48.8524384784, 2.26793391967;IDAMIVIF;Jasmin;75116;0;0;;;0;1001100090001
2299;;595690;2427514;1;1;1;1;48.8459638397, 2.27781512302;IDAMIVIF;Javel-André-Citroen;75115;0;0;;;0;1001100100001
2354;;594737;2427734;1;1;1;1;48.8479339054, 2.26483507384;IDAMIVIF;Michel-Ange-Auteuil;75116;0;0;;;0;1001100100001
2051;;601405;2429673;1;1;1;1;48.8653811353, 2.35564492787;IDAMIVIF;Arts-et-Métiers;75103;0;0;;;0;1001100110001
2150;;596264;2427558;1;1;1;1;48.8463629347, 2.28563106255;IDAMIVIF;Charles Michels;75115;0;0;;;0;1001100100001
2031;;596264;2427558;1;1;1;1;48.8463629347, 2.28563106255;IDAMIVIF;Charles Michels;75115;0;0;;;0;1001100100001
1682;;604563;2430803;1;1;1;1;48.8755224085, 2.39867650781;IDAMIVIF;Télégraphe;75120;0;0;;;0;1001100110001
2066;;602954;2430404;1;1;1;1;48.8719457572, 2.37675103804;IDAMIVIF;Belleville;75119;0;0;;;0;1001100110001
1905;;603877;2430772;1;1;1;1;48.8752482539, 2.38932943082;IDAMIVIF;Jourdain;75120;0;0;;;0;1001100110001
2334;;599900;2428278;1;1;1;1;48.8528450929, 2.33514371518;IDAMIVIF;Mabillon;75106;0;0;;;0;1001100100001
1661;;597853;2427613;1;1;1;1;48.8468646613, 2.30726884425;IDAMIVIF;Ségur;75115;0;0;;;0;1001100100001
2496;;599655;2430891;1;1;1;1;48.8763289967, 2.33180456518;IDAMIVIF;Trinité-d'Estienne d'Orves;75109;0;0;;;0;1001100120001
2309;;599408;2427381;1;1;1;1;48.8447830076, 2.32844447996;IDAMIVIF;Notre-Dame des Champs;75106;0;0;;;0;1001100120001
2365;;599050;2427297;1;1;1;1;48.8440275954, 2.32356979388;IDAMIVIF;Montparnasse-Bienvenue;75114;0;0;;;0;1001100120001
1748;;599451;2433248;1;1;1;1;48.897511692, 2.32902164388;IDAMIVIF;Porte de Saint-Ouen;75118;0;0;;;0;1001100130001
2477;;599294;2428137;1;1;1;1;48.8515774282, 2.32689078501;IDAMIVIF;Sèvres-Babylone;75107;0;0;;;0;1001100120001
2172;;598892;2429685;1;1;1;1;48.8654893501, 2.32141178588;IDAMIVIF;Concorde;75108;0;0;;;0;1001100120001
2156;;600139;2431789;1;1;1;1;48.8843996742, 2.33839938084;IDAMIVIF;Abbesses;75118;0;0;;;0;1001100120001
1897;;598388;2429169;1;1;1;1;48.8608507489, 2.31454810929;IDAMIVIF;Invalides;75107;0;0;;;0;1001100130001
1670;;582291;2433364;1;1;1;1;48.8983085676, 2.09511210244;IDAMIVIF;Saint-Germain-en-Laye;78551;1;1;;;4;1001110010001
1829;;591680;2433048;1;1;1;1;48.8956598913, 2.22310032472;IDAMIVIF;Nanterre-Préfecture;92050;1;1;;;4;1001110010001
1943;;609423;2427236;1;1;1;1;48.8434118184, 2.46481539994;IDAMIVIF;Fontenay-sous-Bois;94033;1;1;;;4;1001110010001
1983;;580802;2443477;1;1;1;1;48.9891484689, 2.07435447398;IDAMIVIF;Conflans-Fin d'Oise;78172;1;1;;;1;1001102000001
1970;;586727;2431887;1;1;1;1;48.8851420309, 2.15562586369;IDAMIVIF;Chatou-Croissy;78146;1;1;;;4;1001110010001
161468;;632190;2428617;1;1;1;1;48.8550877316, 2.77492611826;IDAMIVIF;Val d'europe;77449;1;1;;;4;1001110010001
22792;;601627;2414424;1;1;1;1;48.7283247343, 2.35861264888;IDAMIVIF;Orly-Ouest;94054;1;1;;;1;1001102000001
2124;;602747;2431390;1;1;1;1;48.8808081239, 2.37393711277;IDAMIVIF;Bolivar;75119;0;0;;;0;1001101070001
1839;;620571;2427273;1;1;1;1;48.8434849935, 2.61661461052;IDAMIVIF;Noisiel;77337;1;1;;;4;1001110010001
1859;;621846;2426770;1;1;1;1;48.8389222959, 2.63394987092;IDAMIVIF;Lognes;77258;1;1;;;4;1001110010001
